Key,Date,Time_s,pH,Temp_C,Setpoint_pH,Volume_mL,Rate_mL_h,Mass_of_NaHCO3_g,Mass_of_Na2CO3_in_titrant_g,Mass_of_CaCl2_in_titrant_g,Mass_of_Seed_g,sol_mass,Designation,Raw_data
Key,Date,Time_s,pH,Temp_C,Setpoint_pH,Volume_mL,Rate_mL_h,Mass_of_NaHCO3_g,Mass_of_Na2CO3_in_titrant_g,Mass_of_CaCl2_in_titrant_g,Mass_of_Seed_g,sol_mass,Designation,Raw_data
Key,Date,Time_s,pH,Temp_C,Setpoint_pH,Volume_mL,Rate_mL_h,Mass_of_NaHCO3_g,Mass_of_Na2CO3_in_titrant_g,Mass_of_CaCl2_in_titrant_g,Mass_of_Seed_g,sol_mass,Designation,Raw_data
20191016,Wed Oct 16 10:31:05 2019,4.067738771438599,8.162,21.0,8.162, 3.36703,0,,,,,,,"b'*IDN?\rE-3D01\r> E11224,2.10,10-16-2019 10:31:27,CH1,PH,ABCDE1234,ATC1,M100,8.162,pH,-65.0,mV,21.0,C,97.6,%,CAL_106,10-16-2019 10:20:00,OFF,12345ABCD (Manual)\rE11224,2.10,1'"
20191016,Wed Oct 16 10:31:40 2019,40.08969449996948,8.162,21.0,8.162, 3.36703,0,,,,,,,"b'*IDN?\rE-3D01\r> E11224,2.10,10-16-2019 10:32:02,CH1,PH,ABCDE1234,ATC1,M100,8.162,pH,-65.0,mV,21.0,C,97.6,%,CAL_106,10-16-2019 10:20:00,OFF,12345ABCD (Manual)\rE11224,2.10,1'"
20191016,Wed Oct 16 10:32:10 2019,69.00035381317139,8.16,21.0,8.162, 3.36703,0,,,,,,,"b'*IDN?\rE-3D01\r> E11224,2.10,10-16-2019 10:32:32,CH1,PH,ABCDE1234,ATC1,M100,8.160,pH,-64.9,mV,21.0,C,97.6,%,CAL_106,10-16-2019 10:20:00,OFF,12345ABCD (Manual)\rE11224,2.10,1'"
20191016,Wed Oct 16 10:32:40 2019,100.1399314403534,8.16,21.0,8.162, 3.36703,0,,,,,,,"b'*IDN?\rE-3D01\r> E11224,2.10,10-16-2019 10:33:02,CH1,PH,ABCDE1234,ATC1,M100,8.160,pH,-64.9,mV,21.0,C,97.6,%,CAL_106,10-16-2019 10:20:00,OFF,12345ABCD (Manual)\rE11224,2.10,1'"
20191016,Wed Oct 16 10:33:10 2019,128.9313404560089,8.16,21.0,8.162, 3.36703,0,,,,,,,"b'*IDN?\rE-3D01\r> E11224,2.10,10-16-2019 10:33:32,CH1,PH,ABCDE1234,ATC1,M100,8.160,pH,-64.9,mV,21.0,C,97.6,%,CAL_106,10-16-2019 10:20:00,OFF,12345ABCD (Manual)\rE11224,2.10,1'"
20191016,Wed Oct 16 10:33:40 2019,160.16957664489746,8.16,21.0,8.162, 3.36703,0,,,,,,,"b'*IDN?\rE-3D01\r> E11224,2.10,10-16-2019 10:34:02,CH1,PH,ABCDE1234,ATC1,M100,8.160,pH,-64.9,mV,21.0,C,97.6,%,CAL_106,10-16-2019 10:20:00,OFF,12345ABCD (Manual)\rE11224,2.10,1'"
20191016,Wed Oct 16 10:34:10 2019,188.97374486923218,8.16,21.0,8.162, 3.36703,0,,,,,,,"b'*IDN?\rE-3D01\r> E11224,2.10,10-16-2019 10:34:32,CH1,PH,ABCDE1234,ATC1,M100,8.160,pH,-64.9,mV,21.0,C,97.6,%,CAL_106,10-16-2019 10:20:00,OFF,12345ABCD (Manual)\rE11224,2.10,1'"
20191016,Wed Oct 16 10:34:40 2019,220.1019847393036,8.16,21.0,8.162, 3.36703,0,,,,,,,"b'*IDN?\rE-3D01\r> E11224,2.10,10-16-2019 10:35:02,CH1,PH,ABCDE1234,ATC1,M100,8.160,pH,-64.9,mV,21.0,C,97.6,%,CAL_106,10-16-2019 10:20:00,OFF,12345ABCD (Manual)\rE11224,2.10,1'"
