Date,Time_s,Temp_C,pH ,pH_mV,ch_2,Rate_mL_h,Volume_mL,Setpoint_pH,Mass_of_NaHCO3_g,Mass_of_Na2CO3_in_titrant_g,Mass_of_CaCl2_in_titrant_g,Mass_of_Seed_g,Mass_of_Solution_g,Key,Designation
03/05/2019,259.998032,21.6,7.753,-40.6,40.8,0,0,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,279.998456,21.6,7.749,-40.4,40.9,0,0,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,300.00106,21.6,7.749,-40.4,40.9,0.1,0,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,319.999819,21.6,7.749,-40.4,41,0.108,0,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,339.998751,21.6,7.747,-40.3,40.9,0.116,0,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,359.996235,21.6,7.746,-40.2,41,0.128,0,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,379.996887,21.6,7.746,-40.2,41,0.142,0,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,399.996939,21.6,7.746,-40.2,41,0.156,0,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,419.996109,21.6,7.746,-40.2,41,0.17,0,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,439.996253,21.6,7.746,-40.2,41,0.184,0,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,460.000216,21.6,7.746,-40.2,41,1,0,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,479.999376,21.6,7.746,-40.2,41,1,0.00461,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,499.997987,21.6,7.744,-40.1,41,1.014,0.00922,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,519.998491,21.6,7.744,-40.1,41,1.032,0.01382,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,539.999501,21.6,7.744,-40.1,41.1,1.05,0.01843,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,559.999191,21.6,7.744,-40.1,41.1,1.068,0.02419,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,579.999299,21.6,7.744,-40.1,41.1,1.086,0.0311,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,600.000041,21.6,7.744,-40.1,41.1,1.104,0.03571,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,619.998334,21.6,7.744,-40.1,41.1,1.122,0.04262,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,639.998994,21.6,7.744,-40.1,41.1,1.14,0.04838,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,659.99692,21.5,7.744,-40.1,41.1,1.158,0.05414,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,679.999191,21.5,7.746,-40.2,41.1,1.176,0.0599,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,699.997252,21.5,7.746,-40.2,41.2,1.19,0.06566,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,719.999163,21.5,7.746,-40.2,41.2,1.204,0.07142,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,740.002382,21.5,7.746,-40.2,41.2,1.218,0.07718,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,759.998512,21.5,7.746,-40.2,41.2,1.232,0.08294,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,780.001766,21.5,7.746,-40.2,41.3,1.246,0.0887,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,799.998856,21.5,7.746,-40.2,41.2,1.26,0.09446,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,819.998681,21.5,7.746,-40.2,41.3,1.274,0.10022,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,839.99889,21.5,7.746,-40.2,41.3,1.288,0.10828,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,859.999963,21.5,7.746,-40.2,41.3,1.302,0.11404,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,879.99993,21.5,7.746,-40.2,41.3,1.316,0.1221,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,899.998961,21.5,7.746,-40.2,41.3,1.33,0.12901,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,919.999659,21.5,7.746,-40.2,41.3,1.344,0.13593,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,940.000275,21.5,7.746,-40.2,41.3,1.358,0.14284,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,959.997103,21.5,7.746,-40.2,41.3,1.372,0.14975,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,979.998778,21.5,7.746,-40.2,41.3,1.386,0.15666,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,999.99719,21.5,7.746,-40.2,41.3,1.4,0.16357,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,1019.998997,21.5,7.748,-40.3,41.3,1.414,0.17048,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,1039.998014,21.5,7.748,-40.3,41.4,1.424,0.17739,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,1059.998954,21.5,7.748,-40.3,41.4,1.434,0.18431,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,1080.000695,21.5,7.748,-40.3,41.4,1.444,0.19122,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,1099.997899,21.5,7.748,-40.3,41.4,1.454,0.19813,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,1119.999703,21.5,7.748,-40.3,41.5,1.464,0.20619,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,1139.998486,21.4,7.748,-40.3,41.5,1.474,0.21425,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,1159.998774,21.4,7.75,-40.4,41.4,1.484,0.22232,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,1180.000366,21.4,7.75,-40.4,41.4,1.49,0.23153,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,1199.999286,21.4,7.75,-40.4,41.4,1.496,0.23845,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,1219.998363,21.4,7.75,-40.4,41.5,1.502,0.24766,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,1240.00131,21.4,7.75,-40.4,41.5,1.508,0.25457,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,1260.000381,21.4,7.75,-40.4,41.5,1.514,0.26379,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,1279.999359,21.4,7.75,-40.4,41.5,1.52,0.2707,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,1299.997764,21.4,7.75,-40.4,41.5,1.526,0.27991,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,1319.998162,21.4,7.75,-40.4,41.5,1.532,0.28683,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,1339.99828,21.4,7.75,-40.4,41.5,1.538,0.29604,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
03/05/2019,1359.999215,21.4,7.75,-40.4,41.5,1.544,0.30295,7.753,0.09907,0.05296,0.07344,1.00202,450,20190503,O
