"Key","Date","Mass_of_Seed_g","NaHCO3_g","NaHCO3_mmolL","TitrantConc_mmol","Expt_Duration","Titr_Volume","Designation","Temp_C_mean","Temp_C_sd","pH_mean","pH_sd","pH_Setpoint","mMoles_ppt","Rate","log_Rate_mol_m2_h"
20190501,"01/05/2019",1.00111,0.13927,3.31555767170575,10.0222157338093,3.76666612805556,5.4961,"O",21.1016200294551,0.0871392095449406,7.85965832106038,0.00786676764403305,7.856,0.0550830998945892,7.12566803118971e-05,-4.14717441431461
20190502,"02/05/2019",1.00023,0.08931,2.12617545530294,9.99748771868055,5.98057015,1.50324,"O",20.8231422505308,0.127977304081742,7.71985562632696,0.00347519556781199,7.72,0.0150286234382294,1.22552697973281e-05,-4.91167712339998
20190503,"03/05/2019",1.00202,0.09907,2.35852874657779,9.99193654470756,5.05000085416667,2.42938,"O",20.9923076923077,0.0450663103437826,7.75399340659341,0.00307192124793775,7.753,0.0242742108029817,2.34004072914426e-05,-4.63077658349214
20190514,"14/05/2019",1,0.11614,2.76490893941197,10.0080634552924,6.22222122027778,3.58704,"O",21.3479928635147,0.615149505595784,8.14324710080285,0.00240693808855814,8.143,0.0358993239366722,2.81440738202816e-05,-4.55061303875575
